venda_id,cliente_id,produto_id,data_venda,quantidade,desconto,metodo_pagamento,avaliacao_compra,preco,valor_total,mes,dia_semana
2418,954,115,2022-04-28 15:14:39.178611908,4,0.0,Cartao,4,124.46779017029083,497.8711606811633,4,3
2419,2868,32,2022-04-28 16:24:44.258950598,3,0.0,PIX,4,132.01005689923093,396.0301706976928,4,3
2420,2291,102,2022-04-28 17:34:49.339289286,1,0.2,Cartao,5,193.05554121921594,154.44443297537276,4,3
2421,70,62,2022-04-28 18:44:54.419627976,2,0.15,PayPal,4,10.153960289033549,17.261732491357034,4,3
2422,1095,97,2022-04-28 19:54:59.499966664,5,0.05,Cartao,3,113.65928694078707,539.8816129687385,4,3
2423,4254,122,2022-04-28 21:05:04.580305354,2,0.0,PIX,5,60.55731443835675,121.1146288767135,4,3
2424,549,135,2022-04-28 22:15:09.660644044,3,0.0,Cartao,4,15.427257917211355,46.28177375163406,4,3
2425,1840,98,2022-04-28 23:25:14.740982732,2,0.05,PIX,5,111.71965347041201,212.26734159378282,4,3
2426,1952,196,2022-04-29 00:35:19.821321422,1,0.0,PayPal,5,80.63270891960313,80.63270891960313,4,4
2427,1059,84,2022-04-29 01:45:24.901660112,1,0.1,Boleto,5,47.62129560420861,42.85916604378775,4,4
2428,3552,150,2022-04-29 02:55:29.981998800,2,0.05,Cartao,5,35.52292456636251,67.49355667608877,4,4
2429,2508,157,2022-04-29 04:05:35.062337490,1,0.15,Boleto,5,87.73385566746276,74.57377731734334,4,4
2430,3908,107,2022-04-29 05:15:40.142676178,7,0.0,Cartao,4,166.74097046283643,1167.186793239855,4,4
2431,4982,101,2022-04-29 06:25:45.223014868,3,0.0,Cartao,5,102.2338209079627,306.7014627238881,4,4
2432,3491,131,2022-04-29 07:35:50.303353558,3,0.05,Cartao,3,169.82072708720415,483.9890721985318,4,4
2433,4607,22,2022-04-29 08:45:55.383692246,1,0.2,Cartao,5,107.89218831385797,86.31375065108638,4,4
2434,4464,84,2022-04-29 09:56:00.464030936,6,0.1,Cartao,4,47.62129560420861,257.1549962627265,4,4
2435,2960,89,2022-04-29 11:06:05.544369624,2,0.0,Cartao,4,154.06296732256894,308.1259346451379,4,4
2436,883,106,2022-04-29 12:16:10.624708314,4,0.05,Boleto,4,55.24759187451306,209.94084912314963,4,4
2437,2626,181,2022-04-29 13:26:15.705047004,4,0.05,Boleto,2,35.631233682709755,135.39868799429706,4,4
2438,4765,93,2022-04-29 14:36:20.785385692,4,0.1,PIX,3,12.799442665188062,46.077993594677025,4,4
2439,2154,185,2022-04-29 15:46:25.865724382,4,0.0,Cartao,5,40.03810141835146,160.15240567340584,4,4
2440,4762,138,2022-04-29 16:56:30.946063072,2,0.0,Cartao,4,61.92851384905333,123.85702769810666,4,4
2441,3567,103,2022-04-29 18:06:36.026401760,4,0.0,Cartao,1,87.90014881876334,351.60059527505337,4,4
2442,260,101,2022-04-29 19:16:41.106740450,2,0.0,PIX,5,102.2338209079627,204.4676418159254,4,4
2443,1509,40,2022-04-29 20:26:46.187079138,2,0.0,PIX,5,130.20201470999353,260.40402941998707,4,4
2444,313,114,2022-04-29 21:36:51.267417828,3,0.05,Cartao,4,84.11780070246768,239.73573200203288,4,4
2445,2679,148,2022-04-29 22:46:56.347756518,6,0.05,Boleto,5,46.119815081995306,262.8829459673732,4,4
2446,1845,125,2022-04-29 23:57:01.428095206,2,0.1,PIX,3,142.28088787426492,256.10559817367687,4,4
2447,2585,87,2022-04-30 01:07:06.508433896,1,0.05,Boleto,5,73.35241664130928,76.65327539016819,4,5
2448,4015,11,2022-04-30 02:17:11.588772586,2,0.05,PIX,3,53.81441066564159,112.47211829119092,4,5
2449,3252,136,2022-04-30 03:27:16.669111274,2,0.0,Cartao,4,30.15325332576214,66.33715731667671,4,5
2450,1534,93,2022-04-30 04:37:21.749449964,7,0.1,PIX,5,12.799442665188062,88.70013766975327,4,5
2451,4770,36,2022-04-30 05:47:26.829788652,3,0.1,PayPal,4,86.08705738668456,255.67856043845313,4,5
2452,1424,153,2022-04-30 06:57:31.910127342,3,0.05,PIX,3,27.974493617015447,87.70003748934344,4,5
2453,2021,167,2022-04-30 08:07:36.990466032,1,0.05,Cartao,3,33.60817574534895,35.120543653889655,4,5
2454,1692,98,2022-04-30 09:17:42.070804720,5,0.1,PIX,3,111.71965347041201,553.0122846785395,4,5
2455,1729,111,2022-04-30 10:27:47.151143410,5,0.05,Cartao,4,105.25940877816859,549.9804108659308,4,5
2456,328,96,2022-04-30 11:37:52.231482100,5,0.05,Cartao,5,80.96081144378063,423.0202397937538,4,5
2457,1589,62,2022-04-30 12:47:57.311820788,4,0.0,Cartao,4,10.153960289033549,44.677425271747616,4,5
2458,3754,105,2022-04-30 13:58:02.392159478,5,0.05,Cartao,4,81.22679884711562,424.4100239761791,4,5
2459,2895,149,2022-04-30 15:08:07.472498166,2,0.0,Cartao,3,23.11361652771761,50.849956360978744,4,5
2460,98,147,2022-04-30 16:18:12.552836856,4,0.0,Cartao,5,47.7241819926608,209.98640076770755,4,5
2461,4755,153,2022-04-30 17:28:17.633175546,5,0.15,PIX,5,27.974493617015447,130.78075765954722,4,5
2462,2348,87,2022-04-30 18:38:22.713514234,2,0.05,Cartao,4,73.35241664130928,153.30655078033638,4,5
2463,1098,133,2022-04-30 19:48:27.793852924,2,0.05,Cartao,4,35.573127676769815,74.3478368444489,4,5
2464,4735,127,2022-04-30 20:58:32.874191614,3,0.05,Boleto,3,48.8050985090797,153.00398382596487,4,5
2465,85,83,2022-04-30 22:08:37.954530302,3,0.0,PIX,3,11.97715130872814,39.52459931880286,4,5
2466,1278,12,2022-04-30 23:18:43.034868992,3,0.05,Boleto,3,23.208863476733935,72.75978699956089,4,5
2467,2712,103,2022-05-01 00:28:48.115207680,2,0.0,PIX,3,87.90014881876334,193.38032740127937,5,6
2468,519,153,2022-05-01 01:38:53.195546370,3,0.1,Cartao,5,27.974493617015447,83.0842460425359,5,6
2469,3524,5,2022-05-01 02:48:58.275885060,2,0.05,Cartao,5,158.80539076538963,331.90326669966436,5,6
2470,184,76,2022-05-01 03:59:03.356223748,3,0.0,Boleto,5,70.37219485174055,232.22824301074382,5,6
2471,973,155,2022-05-01 05:09:08.436562438,3,0.05,Cartao,5,37.571297258707595,117.7860169060483,5,6
2472,3386,4,2022-05-01 06:19:13.516901128,3,0.0,PIX,4,22.962554679951594,75.77643044384027,5,6
2473,2389,116,2022-05-01 07:29:18.597239816,5,0.05,PIX,4,16.397097115246474,85.67483242716284,5,6
2474,4323,83,2022-05-01 08:39:23.677578506,4,0.1,Cartao,4,11.97715130872814,47.42951918256344,5,6
2475,4933,173,2022-05-01 09:49:28.757917194,2,0.05,PayPal,5,22.717646304343,47.47988077607687,5,6
2476,3828,175,2022-05-01 10:59:33.838255884,5,0.15,Cartao,5,92.02885828064885,430.2349124620334,5,6
2477,2312,106,2022-05-01 12:09:38.918594574,1,0.0,PIX,5,55.24759187451306,60.77235106196437,5,6
2478,2498,156,2022-05-01 13:19:43.998933262,2,0.0,Cartao,5,32.76738545515761,72.08824800134674,5,6
2479,3480,35,2022-05-01 14:29:49.079271952,3,0.1,PayPal,3,50.105321836055715,148.8128058530855,5,6
2480,4266,144,2022-05-01 15:39:54.159610642,3,0.1,Cartao,4,53.31107357777261,158.33388852598466,5,6
2481,566,140,2022-05-01 16:49:59.239949330,5,0.15,PIX,3,78.14959159654056,365.3493407138272,5,6
2482,1936,80,2022-05-01 18:00:04.320288020,2,0.05,Cartao,5,177.29823160905661,370.55330406292836,5,6
2483,827,75,2022-05-01 19:10:09.400626708,2,0.05,Boleto,3,29.695021156718084,62.0625942175408,5,6
2484,4702,43,2022-05-01 20:20:14.480965398,2,0.05,PIX,3,22.72460702992212,47.494428692537234,5,6
2485,3118,28,2022-05-01 21:30:19.561304088,4,0.0,PIX,5,24.416776369051423,107.43381602382627,5,6
2486,350,81,2022-05-01 22:40:24.641642776,7,0.0,Cartao,5,34.08058248080514,262.4204851021996,5,6
2487,99,19,2022-05-01 23:50:29.721981466,4,0.0,Boleto,5,40.71717391865951,179.15556524210186,5,6
2488,1770,196,2022-05-02 01:00:34.802320156,3,0.05,Cartao,5,80.63270891960313,229.8032204208689,5,0
2489,1805,74,2022-05-02 02:10:39.882658844,4,0.1,Cartao,2,35.32996703097761,127.1878813115194,5,0
2490,1061,123,2022-05-02 03:20:44.962997534,3,0.05,Cartao,5,11.228865560868284,32.002266848474605,5,0
2491,3510,55,2022-05-02 04:30:50.043336222,2,0.05,Cartao,3,121.7900018732139,231.40100355910639,5,0
2492,3057,83,2022-05-02 05:40:55.123674912,3,0.0,Cartao,4,11.97715130872814,35.93145392618442,5,0
2493,4171,164,2022-05-02 06:51:00.204013602,1,0.0,Cartao,4,50.26529045048958,50.26529045048958,5,0
2494,2106,62,2022-05-02 08:01:05.284352290,3,0.1,Cartao,5,10.153960289033549,27.415692780390582,5,0
2495,3091,107,2022-05-02 09:11:10.364690980,2,0.0,Cartao,3,166.74097046283643,333.48194092567286,5,0
2496,402,167,2022-05-02 10:21:15.445029670,2,0.1,Cartao,4,33.60817574534895,60.49471634162811,5,0
2497,188,116,2022-05-02 11:31:20.525368358,2,0.0,PIX,5,16.397097115246474,32.79419423049295,5,0
2498,3985,41,2022-05-02 12:41:25.605707048,2,0.05,PIX,5,31.77602126750998,60.37444040826896,5,0
2499,139,188,2022-05-02 13:51:30.686045736,1,0.15,Cartao,4,101.14852671932906,85.97624771142969,5,0
2500,143,86,2022-05-02 15:01:35.766384426,3,0.05,PIX,5,101.58119865176596,289.506416157533,5,0
2501,4204,66,2022-05-02 16:11:40.846723116,3,0.0,Cartao,3,17.782019630841017,53.34605889252305,5,0
2502,221,187,2022-05-02 17:21:45.927061804,4,0.0,Cartao,1,59.807830373924524,239.2313214956981,5,0
2503,4241,97,2022-05-02 18:31:51.007400494,4,0.0,PIX,3,113.65928694078707,454.6371477631483,5,0
2504,4606,168,2022-05-02 19:41:56.087739182,4,0.0,Boleto,5,130.4728051733273,521.8912206933092,5,0
2505,2424,19,2022-05-02 20:52:01.168077872,4,0.05,Cartao,4,40.71717391865951,154.72526089090613,5,0
2506,4101,55,2022-05-02 22:02:06.248416562,4,0.1,Boleto,4,121.7900018732139,438.44400674357,5,0
2507,4029,112,2022-05-02 23:12:11.328755250,4,0.1,PIX,4,62.17142621247736,223.8171343649185,5,0
2508,388,46,2022-05-03 00:22:16.409093940,4,0.0,PIX,3,302.730482076948,1210.921928307792,5,1
2509,3839,4,2022-05-03 01:32:21.489432630,5,0.15,PIX,5,22.962554679951594,97.59085738979428,5,1
2510,3032,190,2022-05-03 02:42:26.569771318,1,0.05,Boleto,5,22.516438351023066,21.390616433471912,5,1
2511,560,25,2022-05-03 03:52:31.650110008,1,0.0,Cartao,2,10.0,10.0,5,1
2512,1840,63,2022-05-03 05:02:36.730448696,2,0.0,PayPal,3,38.727986235793914,77.45597247158783,5,1
2513,3235,198,2022-05-03 06:12:41.810787386,2,0.05,Boleto,5,68.7478212041946,130.62086028796972,5,1
2514,1772,111,2022-05-03 07:22:46.891126076,4,0.0,Cartao,4,105.25940877816859,421.03763511267437,5,1
2515,365,13,2022-05-03 08:32:51.971464764,3,0.0,Cartao,4,74.21176086025427,222.6352825807628,5,1
2516,417,115,2022-05-03 09:42:57.051803454,6,0.0,PIX,4,124.46779017029083,746.806741021745,5,1
2517,1636,86,2022-05-03 10:53:02.132142144,4,0.05,Boleto,3,101.58119865176596,386.0085548767106,5,1
2518,2069,4,2022-05-03 12:03:07.212480832,2,0.0,Cartao,2,22.962554679951594,45.92510935990319,5,1
2519,517,2,2022-05-03 13:13:12.292819522,1,0.0,Cartao,4,95.58519870822748,95.58519870822748,5,1
2520,4032,67,2022-05-03 14:23:17.373158210,3,0.0,PIX,4,24.34061739060765,73.02185217182296,5,1
2521,1221,110,2022-05-03 15:33:22.453496900,1,0.0,Cartao,4,145.72531709283768,145.72531709283768,5,1
2522,661,30,2022-05-03 16:43:27.533835590,7,0.0,PIX,4,20.978757959938,146.851305719566,5,1
2523,3417,132,2022-05-03 17:53:32.614174278,6,0.05,Cartao,5,166.4038192171998,948.5017695380388,5,1
2524,330,48,2022-05-03 19:03:37.694512968,4,0.0,Boleto,5,31.27535906794353,125.10143627177412,5,1
2525,378,43,2022-05-03 20:13:42.774851658,3,0.0,Cartao,3,22.72460702992212,68.17382108976636,5,1
2526,3283,93,2022-05-03 21:23:47.855190346,5,0.0,Cartao,4,12.799442665188062,63.99721332594031,5,1
2527,160,173,2022-05-03 22:33:52.935529036,5,0.0,Boleto,2,22.717646304343,113.58823152171499,5,1
2528,4754,141,2022-05-03 23:43:58.015867724,1,0.1,Cartao,5,39.223611837797,35.3012506540173,5,1
2529,1264,47,2022-05-04 00:54:03.096206414,2,0.05,PIX,4,128.41934685847997,243.99675903111194,5,2
2530,4175,28,2022-05-04 02:04:08.176545104,3,0.05,Boleto,4,24.416776369051423,69.58781265179655,5,2
2531,2200,37,2022-05-04 03:14:13.256883792,2,0.1,PIX,2,48.972640668473126,88.15075320325163,5,2
2532,2565,28,2022-05-04 04:24:18.337222482,2,0.0,Cartao,5,24.416776369051423,48.833552738102846,5,2
2533,2431,155,2022-05-04 05:34:23.417561172,3,0.0,Boleto,5,37.571297258707595,112.71389177612278,5,2
2534,4789,158,2022-05-04 06:44:28.497899860,4,0.05,Cartao,3,66.53689055921816,252.84018412502903,5,2
2535,2038,134,2022-05-04 07:54:33.578238550,2,0.0,PIX,1,169.71256359437055,339.4251271887411,5,2
2536,2400,120,2022-05-04 09:04:38.658577238,3,0.05,Cartao,3,77.27297915183716,220.2279905827359,5,2
2537,1225,9,2022-05-04 10:14:43.738915928,2,0.15,Cartao,4,12.43664425173494,21.142295227949397,5,2
2538,1989,134,2022-05-04 11:24:48.819254618,5,0.05,Cartao,5,169.71256359437055,806.13467707326,5,2
2539,866,157,2022-05-04 12:34:53.899593306,2,0.0,Cartao,5,87.73385566746276,175.46771133492553,5,2
2540,391,70,2022-05-04 13:44:58.979931996,3,0.1,Boleto,5,179.5589516211935,484.8091693772225,5,2
2541,1409,86,2022-05-04 14:55:04.060270686,2,0.0,Cartao,5,101.58119865176596,203.16239730353192,5,2
2542,4916,66,2022-05-04 16:05:09.140609374,1,0.1,Cartao,4,17.782019630841017,16.003817667756916,5,2
2543,4031,95,2022-05-04 17:15:14.220948064,2,0.0,Cartao,5,425.53284007466436,851.0656801493287,5,2
2544,4436,181,2022-05-04 18:25:19.301286752,1,0.0,PIX,5,35.631233682709755,35.631233682709755,5,2
2545,1555,70,2022-05-04 19:35:24.381625442,2,0.0,PIX,4,179.5589516211935,359.117903242387,5,2
2546,4048,5,2022-05-04 20:45:29.461964132,5,0.0,Cartao,5,158.80539076538963,794.0269538269481,5,2
2547,132,20,2022-05-04 21:55:34.542302820,1,0.05,Cartao,5,69.9195196679341,66.42354368453739,5,2
2548,3680,140,2022-05-04 23:05:39.622641510,3,0.0,PayPal,5,78.14959159654056,234.44877478962167,5,2
2549,3077,102,2022-05-05 00:15:44.702980200,4,0.0,Boleto,4,193.05554121921594,772.2221648768638,5,3
2550,4473,102,2022-05-05 01:25:49.783318888,3,0.0,Cartao,3,193.05554121921594,579.1666236576478,5,3
2551,4736,136,2022-05-05 02:35:54.863657578,2,0.05,Cartao,5,30.15325332576214,57.29118131894806,5,3
2552,1522,120,2022-05-05 03:45:59.943996266,3,0.0,Cartao,2,77.27297915183716,231.8189374555115,5,3
2553,3270,186,2022-05-05 04:56:05.024334956,4,0.1,Cartao,2,34.32959871776507,123.58655538395426,5,3
2554,441,49,2022-05-05 06:06:10.104673646,2,0.0,PIX,3,119.56450944827765,239.1290188965553,5,3
2555,1742,64,2022-05-05 07:16:15.185012334,3,0.0,Cartao,3,150.71134170864195,452.13402512592586,5,3
2556,1204,178,2022-05-05 08:26:20.265351024,5,0.05,Boleto,4,111.14854061524342,527.9555679224062,5,3
2557,241,97,2022-05-05 09:36:25.345689714,2,0.05,PIX,5,113.65928694078707,215.95264518749542,5,3
2558,3392,39,2022-05-05 10:46:30.426028402,1,0.2,Cartao,4,169.83845961893994,135.87076769515195,5,3
2559,3722,40,2022-05-05 11:56:35.506367092,8,0.0,Cartao,2,130.20201470999353,1041.6161176799483,5,3
2560,4119,31,2022-05-05 13:06:40.586705780,3,0.1,Cartao,4,48.55306624192414,131.0932788531952,5,3
2561,1204,3,2022-05-05 14:16:45.667044470,2,0.05,Cartao,4,161.7423405161777,307.31044698073765,5,3
2562,1888,72,2022-05-05 15:26:50.747383160,2,0.1,Cartao,5,28.741808328660944,51.7352549915897,5,3
2563,4271,30,2022-05-05 16:36:55.827721848,3,0.05,Cartao,5,20.978757959938,59.7894601858233,5,3
2564,198,95,2022-05-05 17:47:00.908060538,4,0.1,Cartao,3,425.53284007466436,1531.9182242687918,5,3
2565,3526,29,2022-05-05 18:57:05.988399226,5,0.1,Boleto,4,44.18080995109796,198.81364477994083,5,3
2566,4195,198,2022-05-05 20:07:11.068737916,4,0.0,Cartao,5,68.7478212041946,274.9912848167784,5,3
2567,745,56,2022-05-05 21:17:16.149076606,3,0.1,Cartao,2,35.04069350877726,94.60987247369862,5,3
2568,453,194,2022-05-05 22:27:21.229415294,7,0.05,Cartao,5,117.76125814169451,783.1123666422685,5,3
2569,3263,87,2022-05-05 23:37:26.309753984,5,0.15,PIX,5,73.35241664130928,311.7477707255644,5,3
2570,3022,108,2022-05-06 00:47:31.390092674,2,0.0,Cartao,5,69.62143919728354,139.24287839456707,5,4
2571,499,63,2022-05-06 01:57:36.470431362,4,0.15,PIX,2,38.727986235793914,131.67515320169932,5,4
2572,3688,30,2022-05-06 03:07:41.550770052,2,0.1,Cartao,5,20.978757959938,37.7617643278884,5,4
2573,3263,53,2022-05-06 04:17:46.631108740,2,0.0,PIX,4,180.11684728541613,360.23369457083226,5,4
2574,141,46,2022-05-06 05:27:51.711447430,4,0.0,PIX,4,302.730482076948,1210.921928307792,5,4
2575,1715,103,2022-05-06 06:37:56.791786120,3,0.05,Cartao,5,87.90014881876334,250.5154241334755,5,4
2576,2821,137,2022-05-06 07:48:01.872124808,2,0.05,Boleto,4,95.00552757023793,180.51050238345206,5,4
2577,2223,7,2022-05-06 08:58:06.952463498,3,0.1,PIX,5,83.171675284493,224.56352326813112,5,4
2578,2468,63,2022-05-06 10:08:12.032802188,7,0.1,Boleto,4,38.727986235793914,243.98631328550164,5,4
2579,676,175,2022-05-06 11:18:17.113140876,2,0.05,Cartao,5,92.02885828064885,174.8548307332328,5,4
2580,3506,44,2022-05-06 12:28:22.193479566,4,0.0,Boleto,5,101.36909731953254,405.47638927813017,5,4
2581,3603,177,2022-05-06 13:38:27.273818254,2,0.1,Cartao,3,113.73195362413249,204.7175165234385,5,4
2582,918,79,2022-05-06 14:48:32.354156944,3,0.05,Cartao,4,43.848213006712754,124.96740706913135,5,4
2583,1823,190,2022-05-06 15:58:37.434495634,1,0.05,PIX,1,22.516438351023066,21.390616433471912,5,4
2584,3823,59,2022-05-06 17:08:42.514834322,2,0.05,PIX,4,101.052038619618,191.9988733772742,5,4
2585,2604,75,2022-05-06 18:18:47.595173012,3,0.1,Boleto,4,29.695021156718084,80.17655712313883,5,4
2586,4804,84,2022-05-06 19:28:52.675511702,3,0.15,Cartao,5,47.62129560420861,121.43430379073195,5,4
2587,1731,13,2022-05-06 20:38:57.755850390,3,0.0,PIX,4,74.21176086025427,222.6352825807628,5,4
2588,3429,158,2022-05-06 21:49:02.836189080,2,0.0,PayPal,5,66.53689055921816,133.07378111843633,5,4
2589,4657,104,2022-05-06 22:59:07.916527768,3,0.0,Boleto,4,48.21711915501299,144.65135746503896,5,4
2590,4155,103,2022-05-07 00:09:12.996866458,3,0.15,Boleto,4,87.90014881876334,246.5599174366312,5,5
2591,3719,84,2022-05-07 01:19:18.077205148,3,0.05,Boleto,4,47.62129560420861,149.29276171919398,5,5
2592,1625,109,2022-05-07 02:29:23.157543836,1,0.0,Boleto,3,104.83135323158791,115.31448855474672,5,5
2593,1807,43,2022-05-07 03:39:28.237882526,4,0.05,Cartao,5,22.72460702992212,94.98885738507447,5,5
2594,4359,179,2022-05-07 04:49:33.318221216,3,0.05,Cartao,4,103.98980664371612,326.00804382805006,5,5
2595,1455,102,2022-05-07 05:59:38.398559904,3,0.0,PayPal,5,193.05554121921594,637.0832860234127,5,5
2596,354,8,2022-05-07 07:09:43.478898594,4,0.0,PIX,5,122.8612155486089,540.5893484138792,5,5
2597,2934,37,2022-05-07 08:19:48.559237282,2,0.0,Cartao,4,48.972640668473126,107.73980947064089,5,5
2598,941,106,2022-05-07 09:29:53.639575972,2,0.05,PIX,4,55.24759187451306,115.4674670177323,5,5
2599,3946,97,2022-05-07 10:39:58.719914662,3,0.05,Cartao,3,113.65928694078707,356.3218645593675,5,5
2600,4143,90,2022-05-07 11:50:03.800253350,4,0.05,Cartao,3,60.62585827401395,253.4160875853783,5,5
2601,4849,108,2022-05-07 13:00:08.880592040,2,0.05,PIX,4,69.62143919728354,145.5088079223226,5,5
2602,230,120,2022-05-07 14:10:13.960930730,4,0.05,Cartao,4,77.27297915183716,323.00105285467936,5,5
2603,3483,192,2022-05-07 15:20:19.041269418,4,0.05,PayPal,4,115.65005666048887,483.4172368408435,5,5
2604,4853,39,2022-05-07 16:30:24.121608108,2,0.15,Boleto,5,169.83845961893994,317.5979194874177,5,5
2605,4858,136,2022-05-07 17:40:29.201946796,2,0.05,PIX,4,30.15325332576214,63.02029945084288,5,5
2606,238,62,2022-05-07 18:50:34.282285486,3,0.0,Cartao,4,10.153960289033549,33.508068953810714,5,5
2607,3773,39,2022-05-07 20:00:39.362624176,1,0.15,Cartao,5,169.83845961893994,158.79895974370885,5,5
2608,4174,142,2022-05-07 21:10:44.442962864,4,0.0,PIX,4,157.4209187605872,692.6520425465837,5,5
2609,2782,52,2022-05-07 22:20:49.523301554,2,0.0,PIX,2,67.0124709617887,147.42743611593514,5,5
2610,2607,57,2022-05-07 23:30:54.603640244,4,0.15,Cartao,5,148.00765036724067,553.5486123734801,5,5
2611,1985,149,2022-05-08 00:40:59.683978932,3,0.15,PIX,4,23.11361652771761,64.8336943602479,5,6
2612,3096,23,2022-05-08 01:51:04.764317622,2,0.05,PIX,5,32.81726376690922,68.58808127284027,5,6
2613,1053,132,2022-05-08 03:01:09.844656310,5,0.0,Cartao,5,166.4038192171998,915.2210056945991,5,6
2614,351,171,2022-05-08 04:11:14.924995000,3,0.05,Cartao,5,54.97895652250185,172.35902869804332,5,6
2615,913,139,2022-05-08 05:21:20.005333690,3,0.15,Boleto,5,64.8238527988364,181.8309071007361,5,6
2616,4446,84,2022-05-08 06:31:25.085672378,3,0.1,Cartao,4,47.62129560420861,141.4352479444996,5,6
2617,1305,19,2022-05-08 07:41:30.166011068,3,0.1,Cartao,4,40.71717391865951,120.93000653841877,5,6
2618,2524,65,2022-05-08 08:51:35.246349758,4,0.0,Cartao,2,29.325531164644282,129.03233712443486,5,6
2619,292,95,2022-05-08 10:01:40.326688446,5,0.1,Cartao,5,425.53284007466436,2106.387558369589,5,6
2620,1213,130,2022-05-08 11:11:45.407027136,3,0.05,Cartao,5,42.91740065384273,134.54605104979697,5,6
2621,468,105,2022-05-08 12:21:50.487365824,3,0.1,PIX,4,81.22679884711562,241.2435925759334,5,6
2622,3278,177,2022-05-08 13:31:55.567704514,5,0.05,PIX,5,113.73195362413249,594.2494576860922,5,6
2623,2526,197,2022-05-08 14:42:00.648043204,3,0.0,Cartao,3,81.73822748219422,269.73615069124094,5,6
2624,3576,162,2022-05-08 15:52:05.728381892,2,0.05,PIX,3,22.154397211327222,46.302690171673895,5,6
2625,3200,4,2022-05-08 17:02:10.808720582,2,0.0,Cartao,3,22.962554679951594,50.517620295893515,5,6
2626,4326,39,2022-05-08 18:12:15.889059270,2,0.0,PIX,5,169.83845961893994,373.6446111616679,5,6
2627,1065,49,2022-05-08 19:22:20.969397960,3,0.1,Boleto,3,119.56450944827765,355.1065930613847,5,6
2628,4889,131,2022-05-08 20:32:26.049736650,1,0.1,Cartao,3,169.82072708720415,168.12251981633213,5,6
2629,3464,154,2022-05-08 21:42:31.130075338,1,0.1,Cartao,5,59.874062165308146,59.27532154365507,5,6
2630,4920,41,2022-05-08 22:52:36.210414028,3,0.0,Cartao,5,31.77602126750998,104.86087018278295,5,6
2631,1694,65,2022-05-09 00:02:41.290752718,5,0.0,PIX,3,29.325531164644282,146.6276558232214,5,0
2632,4932,122,2022-05-09 01:12:46.371091406,5,0.0,Cartao,5,60.55731443835675,302.78657219178376,5,0
2633,2395,144,2022-05-09 02:22:51.451430096,2,0.05,PIX,4,53.31107357777261,101.29103979776795,5,0
2634,2058,186,2022-05-09 03:32:56.531768784,3,0.0,Cartao,2,34.32959871776507,102.98879615329523,5,0
2635,87,35,2022-05-09 04:43:01.612107474,2,0.1,Cartao,2,50.105321836055715,90.18957930490029,5,0
2636,2593,144,2022-05-09 05:53:06.692446164,3,0.05,Cartao,3,53.31107357777261,151.93655969665193,5,0
2637,4043,33,2022-05-09 07:03:11.772784852,3,0.05,PIX,5,11.711524429728145,33.37784462472521,5,0
2638,2921,159,2022-05-09 08:13:16.853123542,6,0.1,Boleto,4,52.05783748427777,281.1123224151,5,0
2639,4,150,2022-05-09 09:23:21.933462232,1,0.0,Boleto,4,35.52292456636251,35.52292456636251,5,0
2640,3095,61,2022-05-09 10:33:27.013800920,4,0.1,Boleto,5,64.87174356219164,233.5382768238899,5,0
2641,1522,108,2022-05-09 11:43:32.094139610,7,0.1,PIX,5,69.62143919728354,438.6150669428863,5,0
2642,2949,192,2022-05-09 12:53:37.174478298,3,0.05,Cartao,5,115.65005666048887,329.6026614823933,5,0
2643,3858,198,2022-05-09 14:03:42.254816988,3,0.0,PIX,2,68.7478212041946,206.24346361258378,5,0
2644,1978,163,2022-05-09 15:13:47.335155678,4,0.0,PIX,3,41.923064259645734,167.69225703858294,5,0
2645,1475,39,2022-05-09 16:23:52.415494366,1,0.0,Cartao,5,169.83845961893994,169.83845961893994,5,0
2646,1131,131,2022-05-09 17:33:57.495833056,2,0.0,Cartao,5,169.82072708720415,339.6414541744083,5,0
2647,881,96,2022-05-09 18:44:02.576171746,2,0.05,Cartao,4,80.96081144378063,153.82554174318318,5,0
2648,1402,141,2022-05-09 19:54:07.656510434,2,0.0,Cartao,2,39.223611837797,78.447223675594,5,0
2649,1976,14,2022-05-09 21:04:12.736849124,4,0.0,Cartao,1,220.76206295006904,883.0482518002761,5,0
2650,1751,169,2022-05-09 22:14:17.817187812,3,0.0,Cartao,2,22.952080615744848,68.85624184723454,5,0
2651,2,136,2022-05-09 23:24:22.897526502,4,0.05,Boleto,5,30.15325332576214,114.58236263789613,5,0
2652,1145,111,2022-05-10 00:34:27.977865192,2,0.0,Cartao,4,105.25940877816859,210.51881755633718,5,1
2653,1639,19,2022-05-10 01:44:33.058203880,2,0.0,Cartao,4,40.71717391865951,81.43434783731902,5,1
2654,149,109,2022-05-10 02:54:38.138542570,6,0.0,Cartao,4,104.83135323158791,628.9881193895275,5,1
2655,4248,142,2022-05-10 04:04:43.218881260,3,0.0,Cartao,4,157.4209187605872,472.2627562817616,5,1
2656,2354,178,2022-05-10 05:14:48.299219948,3,0.05,Cartao,3,111.14854061524342,316.77334075344373,5,1
2657,2044,99,2022-05-10 06:24:53.379558638,3,0.05,PIX,4,60.24597435332988,171.70102690699014,5,1
2658,1703,61,2022-05-10 07:34:58.459897326,4,0.1,Cartao,2,64.87174356219164,233.5382768238899,5,1
2659,2930,164,2022-05-10 08:45:03.540236016,6,0.05,PIX,4,50.26529045048958,286.5121555677906,5,1
