cliente_id,idade,genero,cidade,renda_mensal,tipo_cliente,data_cadastro
1462,20,M,Fortaleza,3957.2472214246027,Regular,2021-03-02 23:45:01.260252056
1463,32,M,Curitiba,4100.848400060276,Regular,2021-03-03 06:45:52.390478096
1464,24,M,Rio de Janeiro,4605.608635932464,Regular,2021-03-03 13:46:43.520704144
1465,28,M,Manaus,7008.325050642639,Regular,2021-03-03 20:47:34.650930192
1466,42,M,Fortaleza,5458.596475960323,Regular,2021-03-04 03:48:25.781156232
1467,55,F,Rio de Janeiro,3713.889024455445,Regular,2021-03-04 10:49:16.911382280
1468,39,M,Rio de Janeiro,4684.177881089791,Novo,2021-03-04 17:50:08.041608328
1469,20,M,Salvador,1914.1568879267902,VIP,2021-03-05 00:50:59.171834368
1470,40,M,Salvador,4394.66592789038,Regular,2021-03-05 07:51:50.302060416
1471,49,F,Belo Horizonte,1803.0266687395012,Regular,2021-03-05 14:52:41.432286464
1472,27,F,Curitiba,2481.178159544582,Regular,2021-03-05 21:53:32.562512504
1473,33,M,Manaus,1000.0,Regular,2021-03-06 04:54:23.692738552
1474,35,M,Rio de Janeiro,3643.5538971397996,VIP,2021-03-06 11:55:14.822964592
1475,25,M,Belo Horizonte,2160.4331099545157,Regular,2021-03-06 18:56:05.953190640
1476,42,M,Porto Alegre,5195.627095483681,Regular,2021-03-07 01:56:57.083416688
1477,33,M,Recife,3623.139902699936,Novo,2021-03-07 08:57:48.213642728
1478,40,M,Brasilia,5229.379708013397,Regular,2021-03-07 15:58:39.343868776
1479,24,M,Rio de Janeiro,1734.0269991506968,Regular,2021-03-07 22:59:30.474094824
1480,29,F,Belo Horizonte,5010.0091407578775,Novo,2021-03-08 06:00:21.604320864
1481,43,M,Curitiba,8543.518225811056,Regular,2021-03-08 13:01:12.734546912
1482,30,F,Salvador,4368.081387698213,Regular,2021-03-08 20:02:03.864772960
1483,55,F,Rio de Janeiro,4425.659139137855,Regular,2021-03-09 03:02:54.994999000
1484,30,F,Rio de Janeiro,3244.767046759422,Regular,2021-03-09 10:03:46.125225048
1485,37,M,Fortaleza,2293.1131092782757,Regular,2021-03-09 17:04:37.255451096
1486,46,M,Curitiba,4361.608482659643,Regular,2021-03-10 00:05:28.385677136
1487,17,M,Manaus,1403.8286665943053,Regular,2021-03-10 07:06:19.515903184
1488,13,F,Salvador,2419.0312704447315,Regular,2021-03-10 14:07:10.646129232
1489,16,M,Rio de Janeiro,1229.6336996257899,Regular,2021-03-10 21:08:01.776355272
1490,50,F,Recife,2096.808721308121,Regular,2021-03-11 04:08:52.906581320
1491,28,F,Salvador,4109.3598699113345,Novo,2021-03-11 11:09:44.036807368
1492,65,M,Recife,3837.961664491905,Novo,2021-03-11 18:10:35.167033408
1493,28,F,Brasilia,3057.817936010337,Novo,2021-03-12 01:11:26.297259456
1494,37,M,Manaus,3246.0705978804094,Regular,2021-03-12 08:12:17.427485496
1495,53,M,Brasilia,1161.0356541260296,Regular,2021-03-12 15:13:08.557711544
1496,59,M,Rio de Janeiro,2474.3149769783836,Novo,2021-03-12 22:13:59.687937592
1497,59,M,Fortaleza,2120.324022486038,Novo,2021-03-13 05:14:50.818163632
1498,49,F,Manaus,2144.089262049658,Regular,2021-03-13 12:15:41.948389680
1499,47,M,Fortaleza,4023.024709169246,Regular,2021-03-13 19:16:33.078615728
1500,42,M,Belo Horizonte,1938.6484553093403,Novo,2021-03-14 02:17:24.208841768
1501,44,F,Porto Alegre,2203.185562393773,Novo,2021-03-14 09:18:15.339067816
1502,28,F,Curitiba,1049.9159340588135,Novo,2021-03-14 16:19:06.469293864
1503,25,M,Belo Horizonte,2573.284583181938,Regular,2021-03-14 23:19:57.599519904
1504,34,F,Brasilia,1730.3538880575222,Novo,2021-03-15 06:20:48.729745952
1505,32,F,Recife,3101.376934709646,Regular,2021-03-15 13:21:39.859972000
1506,29,M,Brasilia,1852.786454692082,Regular,2021-03-15 20:22:30.990198040
1507,43,M,Manaus,3140.920292595516,Regular,2021-03-16 03:23:22.120424088
1508,46,M,Manaus,2772.922562319456,Novo,2021-03-16 10:24:13.250650136
1509,36,F,Brasilia,6877.571483197503,Regular,2021-03-16 17:25:04.380876176
1510,52,F,Rio de Janeiro,3822.3052578492297,Regular,2021-03-17 00:25:55.511102224
1511,21,F,Brasilia,1188.1836359813265,VIP,2021-03-17 07:26:46.641328272
1512,32,F,Manaus,1583.7576753672824,Novo,2021-03-17 14:27:37.771554312
1513,26,M,Manaus,3064.390604115074,Regular,2021-03-17 21:28:28.901780360
1514,12,M,Salvador,1872.586718254996,Regular,2021-03-18 04:29:20.032006408
1515,34,M,Sao Paulo,1000.0,Novo,2021-03-18 11:30:11.162232448
1516,33,F,Fortaleza,5853.3718390038375,VIP,2021-03-18 18:31:02.292458496
1517,53,F,Belo Horizonte,4273.17337112854,Regular,2021-03-19 01:31:53.422684536
1518,42,M,Brasilia,3867.982904145789,Regular,2021-03-19 08:32:44.552910584
1519,22,F,Salvador,2200.276860839328,Novo,2021-03-19 15:33:35.683136632
1520,57,M,Rio de Janeiro,3691.6854176481506,Novo,2021-03-19 22:34:26.813362672
1521,49,M,Manaus,2096.0708301690756,Regular,2021-03-20 05:35:17.943588720
1522,41,M,Brasilia,3302.4789093524287,Regular,2021-03-20 12:36:09.073814768
1523,32,M,Manaus,1881.2813392232656,Regular,2021-03-20 19:37:00.204040808
1524,23,M,Recife,6362.2936319641985,Regular,2021-03-21 02:37:51.334266856
1525,30,M,Salvador,1359.5127914414447,Regular,2021-03-21 09:38:42.464492904
1526,48,M,Brasilia,5520.04844088574,Regular,2021-03-21 16:39:33.594718944
1527,57,M,Recife,3039.5292000693094,Novo,2021-03-21 23:40:24.724944992
1528,53,F,Porto Alegre,2333.8312333540384,Regular,2021-03-22 06:41:15.855171040
1529,29,M,Salvador,3240.56008908412,Regular,2021-03-22 13:42:06.985397080
1530,21,F,Brasilia,4301.3061165269755,Regular,2021-03-22 20:42:58.115623128
1531,36,M,Brasilia,5903.929164627853,Novo,2021-03-23 03:43:49.245849176
1532,13,M,Curitiba,3486.2136477536683,Novo,2021-03-23 10:44:40.376075216
1533,38,M,Salvador,1909.6055041324948,Novo,2021-03-23 17:45:31.506301264
1534,33,M,Salvador,3065.037434644668,VIP,2021-03-24 00:46:22.636527312
1535,29,F,Manaus,7393.79651130324,Regular,2021-03-24 07:47:13.766753352
1536,15,M,Brasilia,5847.906674423202,Novo,2021-03-24 14:48:04.896979400
1537,41,F,Fortaleza,4695.602629808203,Novo,2021-03-24 21:48:56.027205440
1538,28,F,Fortaleza,4437.48702600047,Novo,2021-03-25 04:49:47.157431488
1539,20,F,Fortaleza,4229.01779495382,Regular,2021-03-25 11:50:38.287657536
1540,0,F,Porto Alegre,5320.791860697185,Novo,2021-03-25 18:51:29.417883576
1541,34,F,Brasilia,2372.4669670938674,Regular,2021-03-26 01:52:20.548109624
1542,56,M,Brasilia,1513.9190533002684,Regular,2021-03-26 08:53:11.678335672
1543,54,F,Recife,3085.601059825138,Regular,2021-03-26 15:54:02.808561712
1544,29,M,Curitiba,1980.7071504348528,Regular,2021-03-26 22:54:53.938787760
1545,27,M,Salvador,1758.9804357612031,Regular,2021-03-27 05:55:45.069013808
1546,40,M,Manaus,2079.4541527771294,Regular,2021-03-27 12:56:36.199239848
1547,23,F,Curitiba,10328.444420720065,Regular,2021-03-27 19:57:27.329465896
1548,38,F,Recife,3190.91285740404,Regular,2021-03-28 02:58:18.459691944
1549,44,M,Brasilia,3572.260680441237,Regular,2021-03-28 09:59:09.589917984
1550,49,F,Belo Horizonte,1617.7937163379058,Regular,2021-03-28 17:00:00.720144032
1551,33,M,Salvador,1185.7414102755001,Regular,2021-03-29 00:00:51.850370080
1552,32,M,Porto Alegre,1979.2508201797054,VIP,2021-03-29 07:01:42.980596120
1553,24,M,Fortaleza,6118.6563001719305,Regular,2021-03-29 14:02:34.110822168
1554,25,M,Porto Alegre,3523.2450497196896,VIP,2021-03-29 21:03:25.241048216
1555,32,M,Brasilia,4021.0467999873576,Novo,2021-03-30 04:04:16.371274256
1556,39,F,Recife,4312.542945216186,Regular,2021-03-30 11:05:07.501500304
1557,45,F,Belo Horizonte,2217.9204688045534,VIP,2021-03-30 18:05:58.631726352
1558,25,M,Rio de Janeiro,5966.89990121989,Regular,2021-03-31 01:06:49.761952392
1559,52,F,Fortaleza,2172.4181922495545,VIP,2021-03-31 08:07:40.892178440
1560,31,F,Manaus,6021.647546205113,Novo,2021-03-31 15:08:32.022404480
1561,34,F,Brasilia,3718.7805265026027,VIP,2021-03-31 22:09:23.152630528
1562,26,F,Sao Paulo,1218.6237447284284,Regular,2021-04-01 05:10:14.282856576
1563,5,M,Belo Horizonte,2050.8205425362,Novo,2021-04-01 12:11:05.413082616
1564,45,F,Belo Horizonte,1221.1285285567142,Regular,2021-04-01 19:11:56.543308664
1565,43,F,Salvador,5332.849909074849,Novo,2021-04-02 02:12:47.673534712
1566,31,M,Porto Alegre,2944.317409013682,Novo,2021-04-02 09:13:38.803760752
1567,35,M,Fortaleza,1000.0,Novo,2021-04-02 16:14:29.933986800
1568,41,F,Brasilia,3597.064736382177,Regular,2021-04-02 23:15:21.064212848
1569,16,M,Sao Paulo,2278.8309946244294,VIP,2021-04-03 06:16:12.194438888
1570,28,F,Fortaleza,1419.5526595582976,Novo,2021-04-03 13:17:03.324664936
1571,44,M,Recife,6897.973270215989,Regular,2021-04-03 20:17:54.454890984
1572,19,F,Sao Paulo,3145.231996065102,Novo,2021-04-04 03:18:45.585117024
1573,38,M,Curitiba,2574.1748080446364,Regular,2021-04-04 10:19:36.715343072
1574,18,F,Curitiba,2441.3040189080807,Novo,2021-04-04 17:20:27.845569120
1575,40,F,Belo Horizonte,1398.7863760787186,Novo,2021-04-05 00:21:18.975795160
1576,34,M,Recife,1552.661059115186,Novo,2021-04-05 07:22:10.106021208
1577,15,F,Curitiba,5667.245025227266,Regular,2021-04-05 14:23:01.236247256
1578,48,M,Belo Horizonte,2352.087627952769,Regular,2021-04-05 21:23:52.366473296
1579,26,M,Porto Alegre,3014.0315606091585,Regular,2021-04-06 04:24:43.496699344
1580,25,M,Brasilia,1072.593430721211,Novo,2021-04-06 11:25:34.626925392
1581,37,F,Belo Horizonte,1542.182626757421,Regular,2021-04-06 18:26:25.757151432
1582,48,M,Brasilia,4043.663067135975,Regular,2021-04-07 01:27:16.887377480
1583,22,M,Recife,3600.6003702619387,Novo,2021-04-07 08:28:08.017603520
1584,35,M,Salvador,7163.024588814032,Novo,2021-04-07 15:28:59.147829568
1585,40,F,Fortaleza,5834.116770941879,Novo,2021-04-07 22:29:50.278055616
1586,43,F,Belo Horizonte,2656.1806225376986,Regular,2021-04-08 05:30:41.408281656
1587,37,M,Belo Horizonte,3776.2124251994837,Regular,2021-04-08 12:31:32.538507704
1588,30,M,Brasilia,2544.5224744453144,Regular,2021-04-08 19:32:23.668733752
1589,25,F,Curitiba,8328.219021156208,Novo,2021-04-09 02:33:14.798959792
1590,36,M,Curitiba,5294.942231815849,Regular,2021-04-09 09:34:05.929185840
1591,22,F,Belo Horizonte,3244.9088696429185,VIP,2021-04-09 16:34:57.059411888
1592,0,F,Curitiba,3295.118442556393,Novo,2021-04-09 23:35:48.189637928
1593,40,F,Curitiba,6139.049125717136,VIP,2021-04-10 06:36:39.319863976
1594,45,M,Belo Horizonte,3982.993389720221,Regular,2021-04-10 13:37:30.450090024
1595,6,F,Porto Alegre,6498.417784834398,Novo,2021-04-10 20:38:21.580316064
1596,22,F,Porto Alegre,1000.0,Regular,2021-04-11 03:39:12.710542112
1597,42,F,Rio de Janeiro,3754.138576223116,VIP,2021-04-11 10:40:03.840768160
1598,59,M,Porto Alegre,2303.724794061057,Regular,2021-04-11 17:40:54.970994200
1599,35,M,Rio de Janeiro,7173.787191624385,Regular,2021-04-12 00:41:46.101220248
1600,26,M,Recife,6458.803375288693,Novo,2021-04-12 07:42:37.231446296
1601,32,F,Manaus,3030.303033475471,Regular,2021-04-12 14:43:28.361672336
1602,51,F,Fortaleza,6424.12355898402,Regular,2021-04-12 21:44:19.491898384
1603,27,M,Manaus,7270.332170025637,VIP,2021-04-13 04:45:10.622124424
1604,25,M,Curitiba,3093.948345575405,Regular,2021-04-13 11:46:01.752350472
1605,29,M,Sao Paulo,10259.576963180878,Regular,2021-04-13 18:46:52.882576520
1606,23,F,Curitiba,2934.6087653456866,Novo,2021-04-14 01:47:44.012802560
1607,36,F,Belo Horizonte,2677.7696981030103,Novo,2021-04-14 08:48:35.143028608
1608,54,M,Belo Horizonte,4595.9754359325625,Novo,2021-04-14 15:49:26.273254656
1609,38,M,Fortaleza,2497.647666320832,Novo,2021-04-14 22:50:17.403480696
1610,31,M,Salvador,3110.907887764089,Novo,2021-04-15 05:51:08.533706744
1611,31,F,Salvador,6031.296120772115,Regular,2021-04-15 12:51:59.663932792
1612,16,F,Salvador,3009.7413568937714,VIP,2021-04-15 19:52:50.794158832
1613,45,F,Porto Alegre,1277.2838415720826,Regular,2021-04-16 02:53:41.924384880
1614,34,M,Recife,3581.939505201558,Regular,2021-04-16 09:54:33.054610928
1615,32,F,Curitiba,2104.5421372746973,VIP,2021-04-16 16:55:24.184836968
1616,73,M,Belo Horizonte,4594.593562001382,Novo,2021-04-16 23:56:15.315063016
1617,38,F,Sao Paulo,4222.129319749998,Regular,2021-04-17 06:57:06.445289064
1618,25,M,Sao Paulo,6221.088522773848,Regular,2021-04-17 13:57:57.575515104
1619,29,F,Sao Paulo,4692.712959565419,Novo,2021-04-17 20:58:48.705741152
1620,48,F,Salvador,5141.613099640979,Regular,2021-04-18 03:59:39.835967200
1621,36,F,Fortaleza,2133.3560305239193,Novo,2021-04-18 11:00:30.966193240
1622,17,F,Salvador,4455.939694410791,Novo,2021-04-18 18:01:22.096419288
1623,46,M,Belo Horizonte,7976.265868745919,Novo,2021-04-19 01:02:13.226645336
1624,26,M,Curitiba,2112.60074002818,VIP,2021-04-19 08:03:04.356871376
1625,57,F,Curitiba,7331.014182859288,Regular,2021-04-19 15:03:55.487097424
1626,47,M,Fortaleza,2264.988485861451,Regular,2021-04-19 22:04:46.617323464
1627,29,M,Recife,1946.9403683973776,Regular,2021-04-20 05:05:37.747549512
1628,50,M,Porto Alegre,3456.8056589925877,Novo,2021-04-20 12:06:28.877775560
1629,35,F,Sao Paulo,4263.966920948953,Regular,2021-04-20 19:07:20.008001600
1630,45,M,Curitiba,4702.619919092489,Regular,2021-04-21 02:08:11.138227648
1631,40,M,Fortaleza,1842.9425581671903,Novo,2021-04-21 09:09:02.268453696
1632,24,M,Sao Paulo,3704.375800460119,Regular,2021-04-21 16:09:53.398679736
1633,27,M,Salvador,2115.8728772473255,Novo,2021-04-21 23:10:44.528905784
1634,47,F,Brasilia,1415.9258003029759,Novo,2021-04-22 06:11:35.659131832
1635,30,F,Manaus,1873.6278220239635,Regular,2021-04-22 13:12:26.789357872
1636,30,F,Curitiba,2047.8583465058757,Regular,2021-04-22 20:13:17.919583920
1637,23,M,Recife,3869.1788504993347,Regular,2021-04-23 03:14:09.049809968
1638,40,F,Fortaleza,5303.418181355876,Regular,2021-04-23 10:15:00.180036008
1639,59,F,Porto Alegre,1427.0957086539904,Regular,2021-04-23 17:15:51.310262056
1640,22,M,Recife,3554.538572699535,Regular,2021-04-24 00:16:42.440488104
1641,35,F,Salvador,1655.156602355786,Regular,2021-04-24 07:17:33.570714144
1642,51,F,Curitiba,4082.817956102661,Regular,2021-04-24 14:18:24.700940192
1643,34,F,Belo Horizonte,2183.391562598786,VIP,2021-04-24 21:19:15.831166240
1644,40,F,Salvador,1762.2302811220782,VIP,2021-04-25 04:20:06.961392280
1645,22,M,Porto Alegre,4446.320848939923,Regular,2021-04-25 11:20:58.091618328
1646,40,M,Salvador,2222.8350224274886,Regular,2021-04-25 18:21:49.221844368
1647,32,F,Fortaleza,2545.3362048428835,Regular,2021-04-26 01:22:40.352070416
1648,46,M,Recife,1000.0,Regular,2021-04-26 08:23:31.482296464
1649,49,M,Fortaleza,4785.164495933513,Novo,2021-04-26 15:24:22.612522504
1650,66,F,Sao Paulo,4493.801404817932,Regular,2021-04-26 22:25:13.742748552
1651,41,F,Brasilia,2989.1038990174793,VIP,2021-04-27 05:26:04.872974600
1652,38,M,Recife,1388.8197008455218,Regular,2021-04-27 12:26:56.003200640
1653,37,F,Brasilia,5457.164378126822,Regular,2021-04-27 19:27:47.133426688
1654,30,F,Fortaleza,2136.3804698767312,Novo,2021-04-28 02:28:38.263652736
1655,39,F,Belo Horizonte,2376.3554630409863,Regular,2021-04-28 09:29:29.393878776
1656,31,M,Curitiba,9471.30545370772,Novo,2021-04-28 16:30:20.524104824
1657,37,M,Porto Alegre,2096.829619472202,Regular,2021-04-28 23:31:11.654330872
1658,50,M,Salvador,4320.407395100779,Regular,2021-04-29 06:32:02.784556912
1659,22,M,Salvador,3948.3226851528034,Regular,2021-04-29 13:32:53.914782960
1660,48,M,Brasilia,3623.1029147510803,Regular,2021-04-29 20:33:45.045009008
1661,50,M,Porto Alegre,3432.349432005039,Regular,2021-04-30 03:34:36.175235048
1662,33,M,Recife,3598.2190040949017,Novo,2021-04-30 10:35:27.305461096
1663,9,F,Curitiba,3415.128145038482,Novo,2021-04-30 17:36:18.435687144
1664,27,M,Manaus,2904.5705313508765,Regular,2021-05-01 00:37:09.565913184
1665,50,F,Brasilia,6346.39086161946,Novo,2021-05-01 07:38:00.696139232
1666,34,F,Recife,1546.3764820733634,Novo,2021-05-01 14:38:51.826365280
1667,23,M,Recife,4967.783540979016,Regular,2021-05-01 21:39:42.956591320
1668,28,F,Porto Alegre,4497.02411555575,VIP,2021-05-02 04:40:34.086817368
1669,45,F,Porto Alegre,4226.796094852091,Regular,2021-05-02 11:41:25.217043408
1670,41,M,Rio de Janeiro,5210.805419217389,Novo,2021-05-02 18:42:16.347269456
1671,32,F,Salvador,2846.0868718215725,Novo,2021-05-03 01:43:07.477495504
1672,30,M,Curitiba,1170.8824357323504,VIP,2021-05-03 08:43:58.607721544
1673,30,F,Sao Paulo,2875.131439124477,Regular,2021-05-03 15:44:49.737947592
1674,23,M,Brasilia,1816.0205790766959,Regular,2021-05-03 22:45:40.868173640
1675,54,F,Curitiba,2067.448247345664,Novo,2021-05-04 05:46:31.998399680
1676,31,M,Rio de Janeiro,1601.650858851272,Novo,2021-05-04 12:47:23.128625728
1677,49,F,Rio de Janeiro,2348.019699403703,Novo,2021-05-04 19:48:14.258851776
1678,53,M,Curitiba,2212.07916970645,Regular,2021-05-05 02:49:05.389077816
1679,46,F,Porto Alegre,1000.0,Novo,2021-05-05 09:49:56.519303864
1680,29,F,Recife,4230.650131587472,VIP,2021-05-05 16:50:47.649529912
1681,39,M,Manaus,9046.75065885827,Novo,2021-05-05 23:51:38.779755952
1682,34,F,Curitiba,4036.4408169199965,Regular,2021-05-06 06:52:29.909982000
1683,24,M,Brasilia,2693.3418412793394,Novo,2021-05-06 13:53:21.040208048
1684,38,F,Sao Paulo,2900.466317430945,Regular,2021-05-06 20:54:12.170434088
1685,20,F,Salvador,2415.126790602993,Novo,2021-05-07 03:55:03.300660136
1686,49,F,Rio de Janeiro,3118.2299370184733,Regular,2021-05-07 10:55:54.430886184
1687,29,F,Belo Horizonte,2926.305406605154,Regular,2021-05-07 17:56:45.561112224
1688,37,M,Belo Horizonte,1957.6024913850586,Novo,2021-05-08 00:57:36.691338272
1689,38,M,Recife,6914.971996900218,Regular,2021-05-08 07:58:27.821564320
1690,31,M,Porto Alegre,1417.1780465428017,Regular,2021-05-08 14:59:18.951790360
1691,42,F,Salvador,4269.131849414442,VIP,2021-05-08 22:00:10.082016408
1692,29,M,Rio de Janeiro,2833.8774777493604,VIP,2021-05-09 05:01:01.212242448
1693,45,F,Belo Horizonte,7711.09829814055,VIP,2021-05-09 12:01:52.342468496
1694,18,F,Belo Horizonte,3534.8717570985577,Novo,2021-05-09 19:02:43.472694544
1695,36,M,Manaus,2490.0230125609,Novo,2021-05-10 02:03:34.602920584
1696,58,F,Curitiba,2633.7037403372497,VIP,2021-05-10 09:04:25.733146632
1697,22,M,Fortaleza,3041.0354569971373,Regular,2021-05-10 16:05:16.863372680
1698,26,M,Salvador,1683.4569263528238,Novo,2021-05-10 23:06:07.993598720
1699,41,F,Fortaleza,2031.5721642516455,Regular,2021-05-11 06:06:59.123824768
1700,37,M,Sao Paulo,1221.1252093386545,Novo,2021-05-11 13:07:50.254050816
1701,39,M,Porto Alegre,1879.031100337014,Regular,2021-05-11 20:08:41.384276856
1702,40,F,Curitiba,3124.261583066912,Regular,2021-05-12 03:09:32.514502904
1703,42,M,Sao Paulo,3463.6822097592785,Regular,2021-05-12 10:10:23.644728952
1704,48,F,Brasilia,1108.025800295965,Novo,2021-05-12 17:11:14.774954992
1705,39,F,Rio de Janeiro,2783.3044405380474,Regular,2021-05-13 00:12:05.905181040
1706,32,M,Fortaleza,3950.9248724479985,Regular,2021-05-13 07:12:57.035407088
1707,43,M,Recife,2747.7671167851477,Regular,2021-05-13 14:13:48.165633128
1708,57,F,Brasilia,2171.3528318705153,Novo,2021-05-13 21:14:39.295859176
1709,33,M,Salvador,2425.8067476173633,Regular,2021-05-14 04:15:30.426085224
1710,23,M,Rio de Janeiro,2274.7338203854106,Regular,2021-05-14 11:16:21.556311264
1711,48,F,Belo Horizonte,2168.1612138914775,Regular,2021-05-14 18:17:12.686537312
1712,33,M,Fortaleza,3251.6302424593623,Regular,2021-05-15 01:18:03.816763352
1713,8,F,Curitiba,9450.700208380485,Regular,2021-05-15 08:18:54.946989400
1714,45,M,Curitiba,2055.244384068216,Novo,2021-05-15 15:19:46.077215448
1715,28,M,Brasilia,2542.5649763159136,Regular,2021-05-15 22:20:37.207441488
1716,33,M,Brasilia,2904.890660839333,Regular,2021-05-16 05:21:28.337667536
1717,38,F,Porto Alegre,2113.969593268556,Regular,2021-05-16 12:22:19.467893584
1718,37,F,Belo Horizonte,5162.198851726048,Regular,2021-05-16 19:23:10.598119624
1719,43,F,Manaus,1000.0,Novo,2021-05-17 02:24:01.728345672
1720,29,M,Fortaleza,2285.7978589999516,Regular,2021-05-17 09:24:52.858571720
1721,41,M,Sao Paulo,4487.974961326874,VIP,2021-05-17 16:25:43.988797760
1722,31,M,Salvador,2573.32173137028,VIP,2021-05-17 23:26:35.119023808
1723,43,F,Fortaleza,1977.483825961241,Regular,2021-05-18 06:27:26.249249856
1724,42,F,Fortaleza,3715.908131529107,Regular,2021-05-18 13:28:17.379475896
1725,23,F,Belo Horizonte,4689.923817469944,Regular,2021-05-18 20:29:08.509701944
1726,48,M,Fortaleza,3312.0338060956083,VIP,2021-05-19 03:29:59.639927992
1727,28,F,Porto Alegre,1996.9770080278095,Regular,2021-05-19 10:30:50.770154032
1728,44,M,Fortaleza,3744.7182503729905,Regular,2021-05-19 17:31:41.900380080
1729,39,F,Recife,2438.1024952389703,Regular,2021-05-20 00:32:33.030606128
1730,57,M,Recife,4326.842935874898,Novo,2021-05-20 07:33:24.160832168
1731,32,F,Rio de Janeiro,6258.084597464066,Regular,2021-05-20 14:34:15.291058216
1732,30,M,Salvador,1000.0,Regular,2021-05-20 21:35:06.421284264
1733,34,M,Recife,3151.184637751903,Regular,2021-05-21 04:35:57.551510304
1734,31,F,Salvador,1251.5437039620097,Regular,2021-05-21 11:36:48.681736352
1735,44,M,Curitiba,10106.098097528604,Novo,2021-05-21 18:37:39.811962392
1736,15,M,Porto Alegre,2358.869441677681,Regular,2021-05-22 01:38:30.942188440
1737,22,F,Belo Horizonte,4329.410293796865,Novo,2021-05-22 08:39:22.072414488
1738,22,F,Belo Horizonte,2928.780987453454,Novo,2021-05-22 15:40:13.202640528
1739,46,F,Recife,1995.116472131238,VIP,2021-05-22 22:41:04.332866576
1740,55,M,Porto Alegre,1879.8992734025687,Regular,2021-05-23 05:41:55.463092624
1741,33,F,Curitiba,6586.909744949444,Regular,2021-05-23 12:42:46.593318664
1742,32,F,Sao Paulo,4807.675729962234,Novo,2021-05-23 19:43:37.723544712
1743,35,M,Porto Alegre,7877.70615732435,Regular,2021-05-24 02:44:28.853770760
1744,48,F,Rio de Janeiro,3064.7665147678285,Regular,2021-05-24 09:45:19.983996800
1745,23,M,Belo Horizonte,3442.5226517940305,Novo,2021-05-24 16:46:11.114222848
1746,37,M,Rio de Janeiro,2608.1702926396124,Regular,2021-05-24 23:47:02.244448896
1747,46,M,Belo Horizonte,2582.359767468799,Novo,2021-05-25 06:47:53.374674936
1748,41,M,Curitiba,1770.5695151063169,Regular,2021-05-25 13:48:44.504900984
1749,37,F,Fortaleza,3108.8404670124614,VIP,2021-05-25 20:49:35.635127032
1750,47,F,Manaus,2008.9685347700204,Regular,2021-05-26 03:50:26.765353072
1751,2,F,Porto Alegre,3718.049422961531,VIP,2021-05-26 10:51:17.895579120
1752,43,F,Porto Alegre,3245.4364180861335,Regular,2021-05-26 17:52:09.025805168
1753,27,M,Fortaleza,3442.1137429977807,Regular,2021-05-27 00:53:00.156031208
1754,13,F,Sao Paulo,6888.199229585438,Regular,2021-05-27 07:53:51.286257256
1755,41,F,Belo Horizonte,2925.2669636269916,Regular,2021-05-27 14:54:42.416483296
1756,51,M,Sao Paulo,4351.881248121555,Regular,2021-05-27 21:55:33.546709344
1757,33,F,Porto Alegre,8314.487316363153,Regular,2021-05-28 04:56:24.676935392
1758,46,F,Recife,5729.070239339495,Novo,2021-05-28 11:57:15.807161432
1759,54,F,Recife,5305.953915094925,Novo,2021-05-28 18:58:06.937387480
1760,50,F,Brasilia,2557.168555192737,VIP,2021-05-29 01:58:58.067613528
1761,54,M,Salvador,3343.660780375796,Novo,2021-05-29 08:59:49.197839568
1762,43,M,Recife,1542.0405549201166,VIP,2021-05-29 16:00:40.328065616
1763,35,M,Recife,3825.548751756943,Regular,2021-05-29 23:01:31.458291664
1764,15,F,Belo Horizonte,3419.4332118973075,Regular,2021-05-30 06:02:22.588517704
1765,32,F,Brasilia,3016.0175937372524,Regular,2021-05-30 13:03:13.718743752
1766,24,F,Belo Horizonte,4982.053299212237,Regular,2021-05-30 20:04:04.848969800
1767,61,M,Porto Alegre,1629.637031247781,Novo,2021-05-31 03:04:55.979195840
1768,32,M,Rio de Janeiro,6750.902141847331,Regular,2021-05-31 10:05:47.109421888
1769,36,F,Sao Paulo,4679.199578129548,Regular,2021-05-31 17:06:38.239647936
1770,41,F,Porto Alegre,2877.5168897601907,Novo,2021-06-01 00:07:29.369873976
1771,35,M,Rio de Janeiro,2767.3216168740196,Novo,2021-06-01 07:08:20.500100024
1772,55,F,Curitiba,3790.698597563379,Novo,2021-06-01 14:09:11.630326072
1773,27,F,Curitiba,6376.825079481947,Novo,2021-06-01 21:10:02.760552112
1774,37,F,Belo Horizonte,3136.3151144458325,Novo,2021-06-02 04:10:53.890778160
1775,26,F,Manaus,3203.551928869282,Regular,2021-06-02 11:11:45.021004208
1776,19,M,Manaus,3008.0858908858104,Regular,2021-06-02 18:12:36.151230248
1777,27,F,Rio de Janeiro,7266.369438768342,Regular,2021-06-03 01:13:27.281456296
1778,34,F,Recife,2478.8708883566433,Novo,2021-06-03 08:14:18.411682336
1779,29,M,Belo Horizonte,2937.3003808571834,Regular,2021-06-03 15:15:09.541908384
1780,26,M,Rio de Janeiro,6196.3632548267105,Regular,2021-06-03 22:16:00.672134432
1781,18,F,Belo Horizonte,3208.3286694420926,Regular,2021-06-04 05:16:51.802360472
1782,34,M,Rio de Janeiro,5263.383921795203,Regular,2021-06-04 12:17:42.932586520
1783,16,M,Curitiba,1890.0526627389145,Regular,2021-06-04 19:18:34.062812568
1784,44,F,Brasilia,2690.1540515376787,Regular,2021-06-05 02:19:25.193038608
